#MLRT	#	IV	5	#ML	LRT
0R	&	OOV	2	0R	0R
0H	!	OOV	2	0H	0H
0E	,	IV	2	0E	0E
(	,	IV	1	(	(
PSS	N	OOV	3	PSS	PSS
)	,	IV	1	)	)
|	G	OOV	1	|	|
CBS	^	IV	3	CBS	CBS
0	$	IV	1	0	0
,	,	IV	1	,	,
PSS	N	OOV	3	PSS	PSS
0	$	IV	1	0	0
|	G	OOV	1	|	|
End	N	IV	3	End	End
1st	A	OOV	3	1st	1st
Recap	N	OOV	5	Rec	cap
|	G	OOV	1	|	|
http://t.co/qKkMSJoP1o	U	IV	22	htt	P1o
			
TyneTeesWear	^	IV	12	Tyn	ear
News	N	IV	4	New	ews
:	,	IV	1	:	:
Technip	^	IV	7	Tec	nip
safeguards	N	IV	10	saf	rds
hundreds	N	IV	8	hun	eds
of	P	IV	2	of	of
Tyneside	N	OOV	8	Tyn	ide
jobs	N	IV	4	job	obs
with	P	IV	4	wit	ith
world	N	IV	5	wor	rld
leading	V	IV	7	lea	ing
cables	N	IV	6	cab	les
...	~	OOV	3	...	...
http://t.co/0raQw7Z7pl	U	IV	22	htt	7pl
#tyneside	#	IV	9	#ty	ide
#northeast	#	IV	10	#no	ast
			
No	!	IV	2	No	No
Surprise	N	OOV	8	Sur	ise
Here	R	IV	4	Her	ere
:	,	IV	1	:	:
Sisi	^	IV	4	Sis	isi
Rolls	V	OOV	5	Rol	lls
To	P	IV	2	To	To
Victory	N	OOV	7	Vic	ory
In	P	IV	2	In	In
Egypt's	Z	IV	7	Egy	t's
Election	N	OOV	8	Ele	ion
:	,	IV	1	:	:
Less	A	IV	4	Les	ess
than	P	IV	4	tha	han
a	D	IV	1	a	a
year	N	IV	4	yea	ear
after	P	IV	5	aft	ter
a	D	IV	1	a	a
coup	N	IV	4	cou	oup
,	,	IV	1	,	,
Abdel	^	IV	5	Abd	del
Fattah	^	IV	6	Fat	tah
al-Si	G	OOV	5	al-	-Si
...	~	OOV	3	...	...
http://t.co/BhQOmWwWId	U	IV	22	htt	WId
			
Bruh	N	OOV	4	Bru	ruh
ppl	N	IV	3	ppl	ppl
are	V	IV	3	are	are
hella	!	IV	5	hel	lla
annoying	A	IV	8	ann	ing
at	P	IV	2	at	at
school	N	IV	6	sch	ool
			
@choiaffley	@	IV	11	@ch	ley
yes	!	IV	3	yes	yes
i	O	IV	1	i	i
am	V	IV	2	am	am
hehe	!	IV	4	heh	ehe
.	,	IV	1	.	.
Ofcourse	!	OOV	8	Ofc	rse
unnie	N	IV	5	unn	nie
!	,	IV	1	!	!
What	O	OOV	4	Wha	hat
are	V	IV	3	are	are
your	D	IV	4	you	our
fandoms	N	IV	7	fan	oms
btw	!	OOV	3	btw	btw
?	,	IV	1	?	?
:)	E	OOV	2	:)	:)
			
RT	~	IV	2	RT	RT
@ACoIIegeStudent	@	IV	16	@AC	ent
:	,	IV	1	:	:
best	A	IV	4	bes	est
snapchat	!	OOV	8	sna	hat
I've	L	IV	4	I'v	've
seen	V	IV	4	see	een
all	D	IV	3	all	all
day	N	IV	3	day	day
lmao	!	OOV	4	lma	mao
http://t.co/Xusd20hY4j	U	IV	22	htt	Y4j
			
RT	~	IV	2	RT	RT
@SharonTanalia	@	IV	14	@Sh	lia
:	,	IV	1	:	:
Lmao	!	OOV	4	Lma	mao
y'all	O	IV	5	y'a	all
niggas	N	OOV	6	nig	gas
are	V	IV	3	are	are
quick	A	IV	5	qui	ick
af	R	IV	2	af	af
http://t.co/EXY9H3pdB7	U	IV	22	htt	dB7
			
I'm	L	IV	3	I'm	I'm
responding	V	IV	10	res	ing
to	P	IV	2	to	to
blog	N	IV	4	blo	log
comments	N	IV	8	com	nts
for	P	IV	3	for	for
work	N	IV	4	wor	ork
and	&	IV	3	and	and
it's	L	IV	4	it'	t's
so	R	IV	2	so	so
hard	A	IV	4	har	ard
not	R	IV	3	not	not
to	P	IV	2	to	to
answer	N	IV	6	ans	wer
as	P	IV	2	as	as
Auro	!	IV	4	Aur	uro
:	,	IV	1	:	:
'	,	IV	1	'	'
D	N	IV	1	D	D
			
That	O	IV	4	Tha	hat
lil	A	IV	3	lil	lil
nigga	N	IV	5	nig	gga
scary	A	IV	5	sca	ary
RT	~	IV	2	RT	RT
@BasedChasen	@	IV	12	@Ba	sen
:	,	IV	1	:	:
Yall	O	OOV	4	Yal	all
see	V	IV	3	see	see
how	R	IV	3	how	how
big	A	IV	3	big	big
this	O	IV	4	thi	his
nigga	N	IV	5	nig	gga
head	N	IV	4	hea	ead
is	V	IV	2	is	is
?	,	IV	1	?	?
He	O	IV	2	He	He
about	P	IV	5	abo	out
to	P	IV	2	to	to
do	V	IV	2	do	do
telekinesis	^	IV	11	tel	sis
https://t.co/6yGqvWd0zP	U	IV	23	htt	0zP
			
RT	~	IV	2	RT	RT
@BruhWeBlack	@	IV	12	@Br	ack
:	,	IV	1	:	:
Bruh	N	OOV	4	Bru	ruh
Retweet	V	OOV	7	Ret	eet
if	P	IV	2	if	if
this	O	IV	4	thi	his
you	O	IV	3	you	you
http://t.co/5o7lF0ApeN	U	IV	22	htt	peN
			
RT	~	IV	2	RT	RT
@BeasiswaIndo	@	IV	13	@Be	ndo
:	,	IV	1	:	:
http://t.co/G4A4AJsKzs	U	IV	22	htt	Kzs
Beasiswa	!	OOV	8	Bea	swa
utk	!	OOV	3	utk	utk
BASSIST	N	OOV	7	BAS	IST
di	G	IV	2	di	di
Musicians	N	OOV	9	Mus	ans
Institute	N	OOV	9	Ins	ute
HOLLYWOOD	^	IV	9	HOL	OOD
USA	^	IV	3	USA	USA
:D	E	OOV	2	:D	:D
			
RT	~	IV	2	RT	RT
@Gabriele_Corno	@	IV	15	@Ga	rno
:	,	IV	1	:	:
Tuscany	^	IV	7	Tus	any
Spring	N	IV	6	Spr	ing
by	P	IV	2	by	by
Alessandro	^	IV	10	Ale	dro
Ferretti	^	IV	8	Fer	tti
#Serenity	#	IV	9	#Se	ity
#CGE	!	OOV	4	#CG	CGE
#Sunrise	#	IV	8	#Su	ise
http://t.co/56WyviqY8c	U	IV	22	htt	Y8c
			
@_ceeeceee_	@	IV	11	@_c	ee_
or	&	IV	2	or	or
you	O	IV	3	you	you
just	R	IV	4	jus	ust
know	V	IV	4	kno	now
how	R	IV	3	how	how
to	P	IV	2	to	to
apply	V	IV	5	app	ply
makeup	N	IV	6	mak	eup
?	,	IV	1	?	?
Hahahah	!	OOV	7	Hah	hah
lol	!	IV	3	lol	lol
			
RT	~	IV	2	RT	RT
@gladgrande	@	IV	11	@gl	nde
:	,	IV	1	:	:
ariana	^	IV	6	ari	ana
always	R	IV	6	alw	ays
takes	V	IV	5	tak	kes
the	D	IV	3	the	the
most	R	IV	4	mos	ost
gorgeous	A	IV	8	gor	ous
selfies	N	OOV	7	sel	ies
,	,	IV	1	,	,
so	R	IV	2	so	so
jealous	A	IV	7	jea	ous
of	P	IV	2	of	of
her	O	IV	3	her	her
			
Rahway	^	IV	6	Rah	way
,	,	IV	1	,	,
NJ	^	IV	2	NJ	NJ
-	,	IV	1	-	-
Paramedic	N	OOV	9	Par	dic
-	,	IV	1	-	-
Robert	^	IV	6	Rob	ert
Wood	^	IV	4	Woo	ood
Johnson	^	IV	7	Joh	son
University	N	OOV	10	Uni	ity
Hospital	N	IV	8	Hos	tal
Rahway	^	IV	6	Rah	way
:	,	IV	1	:	:
Perform	V	OOV	7	Per	orm
as	P	IV	2	as	as
a	D	IV	1	a	a
paramedic	N	IV	9	par	dic
in	P	IV	2	in	in
Mobile	N	IV	6	Mob	ile
Inte	G	IV	4	Int	nte
...	~	OOV	3	...	...
http://t.co/reNUFsGP6i	U	IV	22	htt	P6i
			
RT	~	IV	2	RT	RT
@katipotaczek	@	IV	13	@ka	zek
:	,	IV	1	:	:
shoutout	V	OOV	8	sho	out
to	P	IV	2	to	to
lauren	^	IV	6	lau	ren
and	&	IV	3	and	and
nancy	^	IV	5	nan	ncy
my	D	IV	2	my	my
favorite	A	IV	8	fav	ite
fenwick	^	IV	7	fen	ick
girls	N	IV	5	gir	rls
			
oh	!	IV	2	oh	oh
yay	!	IV	3	yay	yay
more	A	IV	4	mor	ore
Zac	^	IV	3	Zac	Zac
Efron	^	IV	5	Efr	ron
on	P	IV	2	on	on
the	D	IV	3	the	the
tl	N	IV	2	tl	tl
			
Hot	A	IV	3	Hot	Hot
Babe	N	IV	4	Bab	abe
Bar	N	IV	3	Bar	Bar
Refaeli	N	OOV	7	Ref	eli
5	$	IV	1	5	5
Hot	A	IV	3	Hot	Hot
Babe	N	IV	4	Bab	abe
Bar	N	IV	3	Bar	Bar
Refaeli	N	OOV	7	Ref	eli
http://t.co/Pfo0jCD9z7	U	IV	22	htt	9z7
			
@gracebaecher	@	IV	13	@gr	her
ill	L	IV	3	ill	ill
never	R	IV	5	nev	ver
understand	V	IV	10	und	and
why	R	IV	3	why	why
any	D	IV	3	any	any
amount	N	IV	6	amo	unt
of	P	IV	2	of	of
sugar	N	IV	5	sug	gar
will	V	IV	4	wil	ill
make	V	IV	4	mak	ake
u	O	IV	1	u	u
bouncing	V	IV	8	bou	ing
off	T	IV	3	off	off
the	D	IV	3	the	the
walls	N	IV	5	wal	lls
lmao	!	OOV	4	lma	mao
			
Spend	V	IV	5	Spe	end
a	D	IV	1	a	a
hunnid	!	OOV	6	hun	nid
dollas	N	OOV	6	dol	las
on	P	IV	2	on	on
some	D	IV	4	som	ome
head	N	IV	4	hea	ead
nigga	N	IV	5	nig	gga
,	,	IV	1	,	,
say	V	IV	3	say	say
you	O	IV	3	you	you
ain't	V	IV	5	ain	n't
did	V	IV	3	did	did
it	O	IV	2	it	it
			
RT	~	IV	2	RT	RT
@hemmings_taco	@	IV	14	@he	aco
:	,	IV	1	:	:
RT	~	IV	2	RT	RT
FOR	P	IV	3	FOR	FOR
A	D	IV	1	A	A
DM	N	IV	2	DM	DM
TO	P	IV	2	TO	TO
LUKE	^	IV	4	LUK	UKE
HEMMINGS	^	IV	8	HEM	NGS
(	,	IV	1	(	(
Mbf	^	IV	3	Mbf	Mbf
bc	P	IV	2	bc	bc
I	O	IV	1	I	I
actually	R	IV	8	act	lly
do	V	IV	2	do	do
them	O	IV	4	the	hem
)	,	IV	1	)	)
http://t.co/pvxSqK1CVA	U	IV	22	htt	CVA
			
RT	~	IV	2	RT	RT
@UHCougarBB	@	IV	11	@UH	rBB
:	,	IV	1	:	:
SHARE	V	OOV	5	SHA	ARE
THIS	D	OOV	4	THI	HIS
W	G	IV	1	W	W
!	,	IV	1	!	!
13-8	$	IV	4	13-	3-8
over	P	IV	4	ove	ver
UCF	^	IV	3	UCF	UCF
w/	P	OOV	2	w/	w/
a	D	IV	1	a	a
season-high	N	OOV	11	sea	igh
20	$	IV	2	20	20
hits	V	IV	4	hit	its
...	~	OOV	3	...	...
Coogs	N	OOV	5	Coo	ogs
now	R	IV	3	now	now
43-15	$	IV	5	43-	-15
on	P	IV	2	on	on
the	D	IV	3	the	the
year	N	IV	4	yea	ear
#M64	#	IV	4	#M6	M64
http://t.co/n8LjcZ8VL6	U	IV	22	htt	VL6
			
pls	!	OOV	3	pls	pls
pls	!	OOV	3	pls	pls
pls	!	OOV	3	pls	pls
like	P	IV	4	lik	ike
no	!	IV	2	no	no
why	R	IV	3	why	why
would	V	IV	5	wou	uld
you	O	IV	3	you	you
even	R	IV	4	eve	ven
start	V	IV	5	sta	art
this	O	IV	4	thi	his
trend	N	IV	5	tre	end
there	R	IV	5	the	ere
is	V	IV	2	is	is
no	!	IV	2	no	no
need	V	IV	4	nee	eed
for	P	IV	3	for	for
it	O	IV	2	it	it
#cutforzouis	#	IV	12	#cu	uis
			
Awh	!	OOV	3	Awh	Awh
im	L	IV	2	im	im
so	R	IV	2	so	so
proud	A	IV	5	pro	oud
of	P	IV	2	of	of
my	D	IV	2	my	my
favo	!	IV	4	fav	avo
.	,	IV	1	.	.
			
@maanavsingh11	@	IV	14	@ma	h11
2days	!	OOV	5	2da	ays
episode	N	IV	7	epi	ode
wad	O	IV	3	wad	wad
vvvvvvvv	!	OOV	8	vvv	vvv
good	A	IV	4	goo	ood
thanks	N	IV	6	tha	nks
4	$	IV	1	4	4
not	R	IV	3	not	not
showing	V	IV	7	sho	ing
barkat	^	IV	6	bar	kat
really	R	IV	6	rea	lly
pissed	V	IV	6	pis	sed
off	T	IV	3	off	off
wid	!	IV	3	wid	wid
her	O	IV	3	her	her
			
t	G	IV	1	t	t
-.-	E	OOV	3	-.-	-.-
t	G	IV	1	t	t
fuck	!	IV	4	fuc	uck
them	O	IV	4	the	hem
niggas	N	OOV	6	nig	gas
			
@TDE24_	@	IV	7	@TD	24_
you	O	IV	3	you	you
problem	N	IV	7	pro	lem
did	V	IV	3	did	did
cuff	N	IV	4	cuf	uff
em	O	IV	2	em	em
Lil	A	IV	3	Lil	Lil
snoop	^	IV	5	sno	oop
ctfu	!	IV	4	ctf	tfu
			
We	O	IV	2	We	We
have	V	IV	4	hav	ave
all	D	IV	3	all	all
heard	V	IV	5	hea	ard
it	O	IV	2	it	it
#irishwater	#	IV	11	#ir	ter
will	V	IV	4	wil	ill
be	V	IV	2	be	be
free	A	IV	4	fre	ree
fund	N	IV	4	fun	und
itself	O	IV	6	its	elf
from	P	IV	4	fro	rom
outside	R	IV	7	out	ide
investment	N	IV	10	inv	ent
,	,	IV	1	,	,
privatisation	N	OOV	13	pri	ion
,	,	IV	1	,	,
privatisation	N	OOV	13	pri	ion
.	,	IV	1	.	.
Privatisation	N	OOV	13	Pri	ion
.	,	IV	1	.	.
#rtept	#	IV	6	#rt	ept
			
RT	~	IV	2	RT	RT
@Grejs71	@	IV	8	@Gr	s71
:	,	IV	1	:	:
@VelikiMo	@	IV	9	@Ve	iMo
@RazbiiiBriga	@	IV	13	@Ra	iga
Negde	^	IV	5	Neg	gde
has	V	IV	3	has	has
to	P	IV	2	to	to
turn	V	IV	4	tur	urn
,	,	IV	1	,	,
but	&	IV	3	but	but
gde	^	IV	3	gde	gde
?	,	IV	1	?	?
LOL	!	OOV	3	LOL	LOL
			
@0613Heero	@	IV	10	@06	ero
It	O	IV	2	It	It
doesnt	V	OOV	6	doe	snt
have	V	IV	4	hav	ave
the	D	IV	3	the	the
same	A	IV	4	sam	ame
meaning	N	IV	7	mea	ing
as	P	IV	2	as	as
gentille	N	OOV	8	gen	lle
			
you	O	IV	3	you	you
kno	!	IV	3	kno	kno
dat	O	IV	3	dat	dat
that	O	IV	4	tha	hat
aint	V	IV	4	ain	int
a	D	IV	1	a	a
bad	A	IV	3	bad	bad
bitch	N	IV	5	bit	tch
,	,	IV	1	,	,
dats	L	IV	4	dat	ats
a	D	IV	1	a	a
knock	V	IV	5	kno	ock
off	T	IV	3	off	off
			
UM	!	OOV	2	UM	UM
DIA	!	OOV	3	DIA	DIA
PERFEITO	!	OOV	8	PER	ITO
PARA	!	OOV	4	PAR	ARA
2	$	IV	1	2	2
IMBECIS	L	OOV	7	IMB	CIS
:	,	IV	1	:	:
http://t.co/Cf9dFXS0ZD	U	IV	22	htt	0ZD
via	P	IV	3	via	via
@YouTube	@	IV	8	@Yo	ube
			
going	V	IV	5	goi	ing
to	P	IV	2	to	to
miss	V	IV	4	mis	iss
Paz	N	OOV	3	Paz	Paz
ngl	!	IV	3	ngl	ngl
			
Thank	V	IV	5	Tha	ank
you	O	IV	3	you	you
forever	R	IV	7	for	ver
lettin	V	IV	6	let	tin
me	O	IV	2	me	me
know	V	IV	4	kno	now
i	O	IV	1	i	i
dont	V	IV	4	don	ont
make	V	IV	4	mak	ake
you	O	IV	3	you	you
happy	A	IV	5	hap	ppy
and	&	IV	3	and	and
that	O	IV	4	tha	hat
i	O	IV	1	i	i
treat	N	IV	5	tre	eat
you	O	IV	3	you	you
like	P	IV	4	lik	ike
shit	N	IV	4	shi	hit
apperntly	R	OOV	9	app	tly
.	,	IV	1	.	.
Fuck	!	OOV	4	Fuc	uck
today	N	IV	5	tod	day
			
Frozen	A	OOV	6	Fro	zen
with	P	IV	4	wit	ith
the	D	IV	3	the	the
nephew	N	IV	6	nep	hew
!!	,	IV	2	!!	!!
:)	E	OOV	2	:)	:)
(@	P	OOV	2	(@	(@
Auditorio	!	OOV	9	Aud	rio
Civico	!	OOV	6	Civ	ico
del	!	IV	3	del	del
Estado	!	OOV	6	Est	ado
w/	P	OOV	2	w/	w/
2	$	IV	1	2	2
others	N	IV	6	oth	ers
)	,	IV	1	)	)
http://t.co/urk9nh7Kgs	U	IV	22	htt	Kgs
			
Labour	N	OOV	6	Lab	our
doubles	V	IV	7	dou	les
its	L	IV	3	its	its
MEPs	N	OOV	4	MEP	EPs
in	P	IV	2	in	in
London	^	IV	6	Lon	don
http://t.co/hN3D87j0Je	U	IV	22	htt	0Je
Via	!	IV	3	Via	Via
(	,	IV	1	(	(
Harradox	^	IV	8	Har	dox
)	,	IV	1	)	)
			
Lmaooooo	!	OOV	8	Lma	ooo
RT	~	IV	2	RT	RT
@PearlModiadie	@	IV	14	@Pe	die
:	,	IV	1	:	:
Izinto	!	OOV	6	Izi	nto
ezisho	!	OOV	6	ezi	sho
nguwe	!	OOV	5	ngu	uwe
kodwa	!	OOV	5	kod	dwa
!?	,	IV	2	!?	!?
Lol	!	IV	3	Lol	Lol
!	,	IV	1	!	!
You	O	IV	3	You	You
make	V	IV	4	mak	ake
me	O	IV	2	me	me
laugh	V	IV	5	lau	ugh
!	,	IV	1	!	!
Should	V	OOV	6	Sho	uld
I	O	IV	1	I	I
thank	V	IV	5	tha	ank
the	D	IV	3	the	the
ANC	^	IV	3	ANC	ANC
for	P	IV	3	for	for
that	O	IV	4	tha	hat
?	,	IV	1	?	?
RT	~	IV	2	RT	RT
@ThatoMathe	@	IV	11	@Th	the
			
P	N	IV	1	P	P
ARRIAR	^	IV	6	ARR	IAR
ESSA	!	OOV	4	ESS	SSA
LOMBRA	!	OOV	6	LOM	BRA
SO	R	IV	2	SO	SO
DR	^	IV	2	DR	DR
DONIZILDO	!	OOV	9	DON	LDO
			
If	P	IV	2	If	If
anything	N	IV	8	any	ing
you	O	IV	3	you	you
hoes	N	IV	4	hoe	oes
should	V	IV	6	sho	uld
be	V	IV	2	be	be
thankin	V	IV	7	tha	kin
me	O	IV	2	me	me
im	L	IV	2	im	im
savin	V	IV	5	sav	vin
yall	O	IV	4	yal	all
tears	N	IV	5	tea	ars
&	&	OOV	1	&	&
heart	N	IV	5	hea	art
pains	N	IV	5	pai	ins
cause	P	IV	5	cau	use
EVERYBODY	N	OOV	9	EVE	ODY
know	V	IV	4	kno	now
who	O	IV	3	who	who
Kylan	^	IV	5	Kyl	lan
not	R	IV	3	not	not
leavin	V	IV	6	lea	vin
			
RT	~	IV	2	RT	RT
@AuraK4s1h	@	IV	10	@Au	s1h
:	,	IV	1	:	:
Desain	N	OOV	6	Des	ain
Kamar	^	IV	5	Kam	mar
Cowok	!	OOV	5	Cow	wok
Keren	^	IV	5	Ker	ren
-	,	IV	1	-	-
Comfort	N	OOV	7	Com	ort
Boy	N	IV	3	Boy	Boy
Teen	^	IV	4	Tee	een
Bedroom	N	OOV	7	Bed	oom
Design	N	OOV	6	Des	ign
Ideas	N	OOV	5	Ide	eas
http://t.co/lwMH5UjC1O	U	IV	22	htt	C1O
			
RT	~	IV	2	RT	RT
@RacistJuan	@	IV	11	@Ra	uan
:	,	IV	1	:	:
Puerto	^	IV	6	Pue	rto
Rican	^	IV	5	Ric	can
pussy	N	IV	5	pus	ssy
be	V	IV	2	be	be
like	P	IV	4	lik	ike
come	V	IV	4	com	ome
home	N	IV	4	hom	ome
late	A	IV	4	lat	ate
again	R	IV	5	aga	ain
cabron	^	IV	6	cab	ron
http://t.co/VqPuMddol9	U	IV	22	htt	ol9
			
@absterlyholt	@	IV	13	@ab	olt
you	O	IV	3	you	you
WRRE	V	OOV	4	WRR	RRE
a	D	IV	1	a	a
ninja	N	IV	5	nin	nja
.	,	IV	1	.	.
Until	P	OOV	5	Unt	til
you	O	IV	3	you	you
told	V	IV	4	tol	old
everyone	N	IV	8	eve	one
you	O	IV	3	you	you
were	V	IV	4	wer	ere
a	D	IV	1	a	a
ninja	N	IV	5	nin	nja
.	,	IV	1	.	.
Geez	!	OOV	4	Gee	eez
			
Staying	V	OOV	7	Sta	ing
exempli	!	IV	7	exe	pli
gratia	!	IV	6	gra	tia
straight	R	IV	8	str	ght
a	D	IV	1	a	a
almsman	!	IV	7	alm	man
contemporary	A	IV	12	con	ary
puerto	^	IV	6	pue	rto
armuelles	^	IV	9	arm	les
,	,	IV	1	,	,
panama	^	IV	6	pan	ama
:	,	IV	1	:	:
AdZT	!	OOV	4	AdZ	dZT
			
RT	~	IV	2	RT	RT
@GUNSandcrayons	@	IV	15	@GU	ons
:	,	IV	1	:	:
My	D	IV	2	My	My
pops	N	IV	4	pop	ops
such	A	IV	4	suc	uch
a	D	IV	1	a	a
real	A	IV	4	rea	eal
nigga	N	IV	5	nig	gga
breh	N	OOV	4	bre	reh
			
@CDutra5	@	IV	8	@CD	ra5
bruh	N	OOV	4	bru	ruh
get	V	IV	3	get	get
out	T	IV	3	out	out
yo	!	IV	2	yo	yo
feelings	N	IV	8	fee	ngs
lol	!	IV	3	lol	lol
			
Listening	V	OOV	9	Lis	ing
to	P	IV	2	to	to
gotti	N	OOV	5	got	tti
new	A	IV	3	new	new
mixtape	N	OOV	7	mix	ape
I'm	L	IV	3	I'm	I'm
all	D	IV	3	all	all
late	A	IV	4	lat	ate
cause	P	IV	5	cau	use
Ik	!	IV	2	Ik	Ik
ppl	N	IV	3	ppl	ppl
been	V	IV	4	bee	een
downloaded	V	IV	10	dow	ded
it	O	IV	2	it	it
when	R	IV	4	whe	hen
it	O	IV	2	it	it
first	A	IV	5	fir	rst
came	V	IV	4	cam	ame
out	T	IV	3	out	out
			
http://t.co/9xZvZEZSP2	U	IV	22	htt	SP2
@AmitShahOffice	@	IV	15	@Am	ice
being	V	IV	5	bei	ing
given	V	IV	5	giv	ven
responsibility	N	IV	14	res	ity
of	P	IV	2	of	of
chosing	V	OOV	7	cho	ing
new	A	IV	3	new	new
tn	^	IV	2	tn	tn
bjp	^	IV	3	bjp	bjp
president	N	IV	9	pre	ent
says	V	IV	4	say	ays
dinamalar	!	OOV	9	din	lar
			
Finna	V	OOV	5	Fin	nna
go	V	IV	2	go	go
to	P	IV	2	to	to
the	D	IV	3	the	the
crib	N	IV	4	cri	rib
.	,	IV	1	.	.
Shower	N	OOV	6	Sho	wer
,	,	IV	1	,	,
change	N	IV	6	cha	nge
,	,	IV	1	,	,
then	R	IV	4	the	hen
find	V	IV	4	fin	ind
sumn	N	OOV	4	sum	umn
to	P	IV	2	to	to
do	V	IV	2	do	do
			
@leetaeimin	@	IV	11	@le	min
HAHAH	!	OOV	5	HAH	HAH
Maybe	R	OOV	5	May	ybe
soon	R	IV	4	soo	oon
OTL	E	OOV	3	OTL	OTL
I'm	L	IV	3	I'm	I'm
forever	R	IV	7	for	ver
starving	V	IV	8	sta	ing
lol	!	IV	3	lol	lol
			
RT	~	IV	2	RT	RT
@ThirstHokage	@	IV	13	@Th	age
:	,	IV	1	:	:
Hatake	!	OOV	6	Hat	ake
Kakashi	^	IV	7	Kak	shi
:	,	IV	1	:	:
Nothing	N	OOV	7	Not	ing
Was	V	IV	3	Was	Was
The	D	IV	3	The	The
Same	A	OOV	4	Sam	ame
.	,	IV	1	.	.
Feature	N	OOV	7	Fea	ure
bonus	N	IV	5	bon	nus
track	N	IV	5	tra	ack
-	,	IV	1	-	-
SharinGONE	N	OOV	10	Sha	ONE
(	,	IV	1	(	(
Madara	^	IV	6	Mad	ara
Diss	N	IV	4	Dis	iss
)	,	IV	1	)	)
http://t.co/c6EIQztY6u	U	IV	22	htt	Y6u
			
@DonnaMcMenamin	@	IV	15	@Do	min
dont	V	IV	4	don	ont
take	V	IV	4	tak	ake
it	O	IV	2	it	it
out	T	IV	3	out	out
on	P	IV	2	on	on
me	O	IV	2	me	me
because	P	IV	7	bec	use
your	D	IV	4	you	our
old	A	IV	3	old	old
as	P	IV	2	as	as
fuck	!	IV	4	fuc	uck
;-)	E	OOV	3	;-)	;-)
haha	!	IV	4	hah	aha
			
RT	~	IV	2	RT	RT
@ericjohnsalut	@	IV	14	@er	lut
:	,	IV	1	:	:
Our	D	OOV	3	Our	Our
hashtags	N	OOV	8	has	ags
for	P	IV	3	for	for
today	N	IV	5	tod	day
,	,	IV	1	,	,
May	V	IV	3	May	May
29	$	IV	2	29	29
#MirabellaBreakingDaisy	#	IV	23	#Mi	isy
#DyesebelAngPagtugisSaSirena	#	IV	28	#Dy	ena
#IkawLamangFamilyAndPride	#	IV	25	#Ik	ide
Pls	V	OOV	3	Pls	Pls
RT	~	IV	2	RT	RT
			
Woman	N	OOV	5	Wom	man
got	V	IV	3	got	got
power	N	IV	5	pow	wer
in	P	IV	2	in	in
their	D	IV	5	the	eir
vote	V	IV	4	vot	ote
and	&	IV	3	and	and
you	O	IV	3	you	you
asshats	N	OOV	7	ass	ats
diss	N	IV	4	dis	iss
them	O	IV	4	the	hem
constantly	R	IV	10	con	tly
http://t.co/tkLvOSasI0	U	IV	22	htt	sI0
			
@tt_Shake	@	IV	9	@tt	ake
or	&	IV	2	or	or
u	O	IV	1	u	u
can	V	IV	3	can	can
just	R	IV	4	jus	ust
wear	V	IV	4	wea	ear
a	D	IV	1	a	a
condom	N	IV	6	con	dom
and	&	IV	3	and	and
u	O	IV	1	u	u
don't	V	IV	5	don	n't
have	V	IV	4	hav	ave
to	P	IV	2	to	to
worry	V	IV	5	wor	rry
about	P	IV	5	abo	out
pullin	V	IV	6	pul	lin
out	T	IV	3	out	out
			
@Harry_Styles	@	IV	13	@Ha	les
heey	!	OOV	4	hee	eey
harry	^	IV	5	har	rry
!!!	,	IV	3	!!!	!!!
follow	V	IV	6	fol	low
me	O	IV	2	me	me
please	V	IV	6	ple	ase
???	,	IV	3	???	???
you	O	IV	3	you	you
are	V	IV	3	are	are
so	R	IV	2	so	so
important	A	IV	9	imp	ant
to	P	IV	2	to	to
me	O	IV	2	me	me
...	~	OOV	3	...	...
and	&	IV	3	and	and
ilysm	!	OOV	5	ily	ysm
!!!	,	IV	3	!!!	!!!
please	V	IV	6	ple	ase
notice	N	IV	6	not	ice
mee	O	IV	3	mee	mee
!!!	,	IV	3	!!!	!!!
:S	E	OOV	2	:S	:S
x47	!	OOV	3	x47	x47
			
@epicnarry	@	IV	10	@ep	rry
I	O	IV	1	I	I
don't	V	IV	5	don	n't
think	V	IV	5	thi	ink
it's	L	IV	4	it'	t's
true	A	IV	4	tru	rue
idk	L	OOV	3	idk	idk
for	P	IV	3	for	for
sure	A	IV	4	sur	ure
it	O	IV	2	it	it
makes	V	IV	5	mak	kes
no	!	IV	2	no	no
sense	N	IV	5	sen	nse
bc	P	IV	2	bc	bc
I	O	IV	1	I	I
think	V	IV	5	thi	ink
jazzys	^	IV	6	jaz	zys
bday	N	OOV	4	bda	day
is	V	IV	2	is	is
in	P	IV	2	in	in
a	D	IV	1	a	a
couple	N	IV	6	cou	ple
days	N	IV	4	day	ays
but	&	IV	3	but	but
apparently	R	IV	10	app	tly
Selena's	L	IV	8	Sel	a's
there	R	IV	5	the	ere
2	$	IV	1	2	2
			
RapGenius	^	IV	9	Rap	ius
co-founder	N	OOV	10	co-	der
resigns	V	IV	7	res	gns
over	P	IV	4	ove	ver
Elliot	^	IV	6	Ell	iot
Rodger	^	IV	6	Rod	ger
comments	N	IV	8	com	nts
-	,	IV	1	-	-
The	D	IV	3	The	The
entrepreneur	N	IV	12	ent	eur
described	V	IV	9	des	bed
Isla	^	IV	4	Isl	sla
Vista	^	IV	5	Vis	sta
killer's	S	IV	8	kil	r's
manifest	A	IV	8	man	est
